"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Achievement First Hartford Academy District","","2014-2015","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2014-2015","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Free Lunch","Total Cohort Count","Number","35"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2015-2016","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Free Lunch","Other Count","Number","0"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Not Eligible For Lunch","Other Count","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Free Lunch","Other Rate","Percent","0.0"
"Achievement First Hartford Academy District","","2015-2016","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2015-2016","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","31"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Achievement First Hartford Academy District","","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","28"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Achievement First Hartford Academy District","","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","90.3"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Achievement First Hartford Academy District","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Free Lunch","Other Count","Number","-9999"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Achievement First Hartford Academy District","","2016-2017","Not Eligible For Lunch","Other Count","Number","-6666"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Achievement First Hartford Academy District","","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Achievement First Hartford Academy District","","2016-2017","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Amistad Academy District","","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Amistad Academy District","","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Amistad Academy District","","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","13"
"Amistad Academy District","","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Amistad Academy District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Amistad Academy District","","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","9"
"Amistad Academy District","","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Amistad Academy District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Amistad Academy District","","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","69.2"
"Amistad Academy District","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Amistad Academy District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Amistad Academy District","","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Amistad Academy District","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Amistad Academy District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Amistad Academy District","","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Amistad Academy District","","2010-2011","Eligible For Free Lunch","Other Count","Number","-9999"
"Amistad Academy District","","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Amistad Academy District","","2010-2011","Not Eligible For Lunch","Other Count","Number","-9999"
"Amistad Academy District","","2010-2011","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Amistad Academy District","","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Amistad Academy District","","2010-2011","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Amistad Academy District","","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","14"
"Amistad Academy District","","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Amistad Academy District","","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","-9999"
"Amistad Academy District","","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","10"
"Amistad Academy District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Amistad Academy District","","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"Amistad Academy District","","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","71.4"
"Amistad Academy District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Amistad Academy District","","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"Amistad Academy District","","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Amistad Academy District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Amistad Academy District","","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Amistad Academy District","","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Amistad Academy District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Amistad Academy District","","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Amistad Academy District","","2011-2012","Eligible For Free Lunch","Other Count","Number","-9999"
"Amistad Academy District","","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Amistad Academy District","","2011-2012","Not Eligible For Lunch","Other Count","Number","-9999"
"Amistad Academy District","","2011-2012","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Amistad Academy District","","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Amistad Academy District","","2011-2012","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Amistad Academy District","","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","18"
"Amistad Academy District","","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Amistad Academy District","","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","-9999"
"Amistad Academy District","","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","11"
"Amistad Academy District","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Amistad Academy District","","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"Amistad Academy District","","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","61.1"
"Amistad Academy District","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Amistad Academy District","","2012-2013","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"Amistad Academy District","","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Amistad Academy District","","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Amistad Academy District","","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
